comment_text,toxic,toxicity_score,language
"साफ सुथरी पत्रकारिता से देश का भी भला होगा। पत्रकारिता करें, चाटुकारिता से बचें ।।",0,0.0,hi
Abhi tak to koi aur k pas mcd thi na 😂😂😂,0,0.0,en
to tms bh ksi ne nh bola ki is post ko dekh kr apni bakchodi start krdo ok or mne to yeh bola tha kutto ko bhokne do to iska mtlb tm apne ap ko kutta mante ho...hahahhahaa...nd who r u to tell me where am i comment...or meri soch badi h tbh tm jeso logo ko jhel rhe h aj ki is duniya me bhi,0,0.0,other
मैगी पर नेस्ले के ग्लोबल CEO पॉल बुल्के ने सफाई दी.. देखें यह वीडियो... #nestle #maggi,0,0.0,hi
"This is what I say to kashmiris ' jo Apne mulk ke na ho sake , wo kisi or mulk k Kya honge'",0,0.0,en
अब तो कोई बता दे कि कटप्पा  ने क्यो मारा बाहुबली को?,0,0.0,hi
पीएम नरेंद्र मोदी की नीतियों की वजह से वाइको की पार्टी एमडीएमके ने एनडीए को छोड़ा,0,0.0,hi
समस्याओं का हल देने के बजाए प्रधानमंत्री नरेंद्र मोदी जापान में ड्रम बजा रहे हैं : राहुल गांधी ....http://t.co/zVvsAyfteE,0,0.0,hi
Ravish ji aap great ho,0,0.0,en
"पढ़ें रवीश रंजन का ब्लॉग  बुंदेलखंड की डायरी : किसान, कर्ज, आत्महत्या और नाउम्मीदगी की कहानियां",0,0.0,hi
"Job job job :::::::::::::bina koi invest kiye aplog v  5000-40000  Rupees monthly earing kar sakte ho:::::::::::: (1) Play store se champcash application  instll kijye ,sign up kijye (2) Sponsor id 3680423 Dalna h (3) 7-8 Apps instll karke unlimited earning me lag jayiye",0,0.0,en
Anpad jise 1 to 100 nahi ata use v note ginne ata hai Jarurat sab karwa deta hai Bas jarurate achhi honi chahiye,0,0.0,en
"Mitro, aaj raat, 12 baje ke baad, koi dosri bike nahi, chalagi, sirf Bajaj DOMINAR chalagi.",0,0.0,es
वाह बधाई हो...... आप लगता है उत्तर और दक्षिण MCD में मुख्य विपक्षी दल हो सकती है। बधाई हो केजरीवाल😂😂😂,0,0.0,hi
Yesh aj ka prime time isi per,0,0.0,other
Bhai yeh kya.music hai.....yeh to kisi dawai ka launch lag raha hai,0,0.0,other
Retweeted NDTV Videos (@ndtvvideos):  पीएम नरेंद्र मोदी पर बयान आक्रामक नहीं : आदित्य ठाकरे - http://t.co/WJE4psVnyt,0,0.0,hi
agra h sabse bara pagal khana,0,0.0,other
Lekin Bihar ka take it 15 saal me bhi nahi,0,0.0,en
"#BreakingNews दिल्ली कैबिनेट की बैठक में हुआ फ़ैसला, डेंगू पर जागरुकता के लिए भेजे जाएंगे एसएमएस",0,0.0,hi
Sahi pakde h akhilesh bhaiyya,0,0.0,other
sir kam se kam 2000rs ke note ke liye 2rs ka paper hi use kar lete wo bhi chavani ke rate me bana diya,0,0.0,en
DOST DOST BAN KE RAHO DOSTOs . YAAD RAKHO DOSTO NANGA AAYA HAI AUR NANGA HI UPAR JAIGA! JHAGRA KARKE KUCH MILNA NAHI HAI DOSTOs !  PAYAR ~ PAYAR SE RAHO YAAR! AARAM SE SLEEP YAAR!KHANA KHAO MASTI ME YAAR!,0,0.0,fr
Hindustan jindabaad tha Hindustan jindabaad hai or Hindustan jindabaad rhega,0,0.0,hinglish
Yar mojhe bhi ata hai  But hum sub jo fb mai jo kar reha hai woh real nahi  Hemari real life he real hai jis mai hum sub milkar rehte hai  Hai Thori hasi mazak hoti hai Lakin serious nahi hona chahya Werna oska fayda koi aur othayga,0,0.0,hinglish
Koi to Hai Jo party ko todna chahta Hai Hai party Mai hi hai,0,0.0,en
अब  जाे  चल  पडे राह पर ताे  मंजिल पर  पहुँच कर ही दम लेंगे,0,0.0,hi
पटना में रावण दहन के बाद गांधी मैदान के पास मची भगदड़ में कम से कम 25 की मौत। देखें लाइव... http://t.co/4omCrGNZph,0,0.0,hi
आवश्यकता है लडके एवं लडकियो की pantjali heath care में (राज्य एवं जिले अनुसार) हेल्पर- 8500+OT+ रहना+ खाना सुपरवाइजर- 12600+OT+रहना+ खाना (अनपढ से ग्रेजुएट तक)[उ०प्र० एवं बिहार मे and other states] सम्पर्क नं०- 7991766327 ( whatsapp),0,0.0,hi
Phir se AA gaya Bhai tu. 😂😂😂,0,0.0,other
Rohit bhai sandip ji se kahiye ki ..vo hamare javano ko..bullet proof jecket or helmet kab muhaiya kara rahe hai..jo javan aise nakash or atankvad prabhavit ilako me tainat hai.,0,0.0,en
tujhe kya pta rakesh sarma,0,0.0,other
Gai agar maata hay  Toh bhais uncle hua na   😂😂😂😂😂,0,0.0,en
India ki kismat karab hay jo appko samj nhi pa rha india ko aisa pm mil nhi sakta,0,0.0,en
"ऑर्बिट बस कंपनी के ड्राइवरों की मनमानी नई नहीं, सालों से जारी है... #Orbit #Moga  लिंक पर जाकर पढ़ें..  http://khabar.ndtv.com/news/india/terror-of-orbit-bus-company-drivers-and-politics-760556",0,0.0,hi
Modi ji ka janam is desh ka udhaar karne ke liye huya hai ab na congres ki chlegi ram ji ki kirpa sdaa hi un pr hai aur pura desh modi ji ke sath kahda hai bhart mata ki jai,0,0.0,en
BOLO VANDE MATARAM - BHAARAT MAATA KI JAI ! ! . .,0,0.0,es
"Humne BJP Ko vote isliye nahi diya k humare 26 Jawan mare jaye, modi ji Ko baat pahle karte the kuch to karo Main modi ka kattar samarthak tha Lekin aub sochna hoga",0,0.0,hinglish
Ham dada hai or dada rahege,0,0.0,other
जिंदगी में कुछ करना है तो देश सेवा से जुडे दूसरों को रोजगार देने में अपना हाथ बटाये। भारत की सबसे सफल योजना Digital India अब तक इस योजना के द्वारा 1 करोड़ लोगों को रोजगार मिल चुका है। हमारा‍‍‍ लक्ष्य भारत में एक भी व्यक्ति बेरोजगार ना रहे। इस mission में आप भी जुडिये बिल्कुल फ्री (नि:शुल्क ज्वाइनिंग) अधिक जानकारी के लिये “job” लिखकर whatsapp करे। Whatsup number +918890180067,0,0.0,hi
"READ : #TransportStrike  दिल्ली समेत देश के कई राज्यों में आज बस, टैक्सी और ऑटो बंद रहेंगे। ये बंद ऑल इंडिया ट्रांसपोर्ट वर्कर्स यूनियन के बुलाये  बंद के मद्देनज़र बुलाया गया है। ये विरोध-प्रदर्शन नए मोटर बिल के खिलाफ किया जा रहा है। http://khabar.ndtv.com/news/business/auto-and-taxi-unions-in-delhi-to-go-on-strike-today-759364",0,0.0,hi
"फिलीपींस के राष्ट्रपति रोड्रिगो दुतेरते ने कहा है कि जब वह देश एक दक्षिणी शहर के मेयर थे, तब पुलिस के सामने मिसाल कायम करने के लिए उन्होंने खुद संदिग्ध अपराधियों की हत्या की थी.",0,0.0,hi
Sabse bada desbhakti dikhane ka prayash bekar jaega jab janta ko malum hoga apke bare our aapke story and midiya role ke bare me .,0,0.0,en
सीबीआई ने नोटबंदी के बाद कथित रूप से जरूरी दस्तावेजों के बिना 36 लाख रुपये के पुराने नोटों को नए नोटों से बदलने के लिए डाक विभाग के एक वरिष्ठ अधीक्षक सहित तीन अधिकारियों के खिलाफ मामला दर्ज किया है.,0,0.0,hi
Ek baat samaj nahi aati ki in naksaliyon ke pass Ak47 aur SLR aai kaha se...inki janch honi chahiye.....,0,0.0,en
Pote atyar sundhi su karyu che e jo,0,0.0,other
Jo pakde unke khilaf suboot ni they khud motivate hue ye police ne kaha .isme kiya naya hai sbko pata hai sirf tb aur whatsapp k base pe ap kisi ko atanki ni ghoshit kr skte.ispe bayanbazi na ho kch galat hai to jaanch ho.jo bhatke hai unko raste pe lao,0,0.0,en
Tum hindu Muslim ki baat kyon karte ho move dekho maza karo,0,0.0,en
Abe bakchod politics mat karo. Sambit patra sir maro o backchod congress ko jo backchodi kar rha h to,0,0.0,fr
Har Ghar modi.. Jai modi,0,0.0,other
"👇👇👇👇👇जरुर   देखीए   किस तरह प्लास्टिक  चावल बनकर  भारत में  आते हैं  और हमें  फ्राइड  राइस की   तरह   खिलाकर हमारी  जिंदगी  से  खेला जाता  है।  दोस्तों  , इसे  अपने  परिवार और मित्रों  में  शेर  करीए  उन्हें  सावधान  करीए। धन्यवाद।﻿",0,0.0,hi
"Farak thik paduchi,,, tame Akhi band karideicha",0,0.0,other
गुजरात लायंस के ड्वेन ब्रावो अब भी पूरी तरह से फ़िट नहीं हैं और आईपीएल 10 से बाहर हो गए हैं. #DwayneBravo,0,0.0,hi
yeh india hain yeh india hain yeh india hain yeh india hain.,0,0.0,en
Ye to confirm he hai ....Power Gujarat me hi rahgi..,0,0.0,en
Apne is veer jawan ko sat sat namanJai Hind salute,0,0.0,other
दिल्ली और बिहार में बड़े हार के बाद वापसी,0,0.0,hi
प्रधानमंत्री मतेओ रेंजी ने चेतावनी दी है कि 368 लोगों के घायल होने तथा मलबे में सैंकड़ों लोगों के दबे होने के कारण मृतकों और घायलों की संख्या बढ़ सकती है...,0,0.0,hi
Sch me yr Kirti Jain,0,0.0,de
Negative effect bhi ho sakta hai Sare kam cash hone lag sakta hai  our bank jane se mukti mil jayegi,0,0.0,en
Jai ho yogi  g,0,0.0,other
Waa kya bat he aaesha hi tara chalte rahena jai ahendra bahubali,0,0.0,other
Saurabh apne bhi karte he flare me,0,0.0,other
वैसे तो हर एक वार ही हमारे लिए महत्वपुर्ण हे ! कोई वार या तिँथी खाली नही हैं लेकिन फ़िल्मी जगत भी हमारे हिन्दु समाज को बिगाड़ने में बहुत बड़ी भुमिका अदा की हे ! तुम सब तो धर्मनिरपेक्षता दिखाते जाओ ! मेरी अगली कॉमेंट्स पड़ो ! तुम उदारवादीयों को लगेगा कि हां यहां शुक्रवार को फ़िल्मों की रीलीज॒ में भी तुष्टेीकरण छिपी हे !,0,0.0,hi
Are dekh ke nacho barns pant phat jaega,0,0.0,other
kya baat hai Pandey ji.... chhaaa gaye aap to ;),0,0.0,en
hasya chahiye to kisi hasya kavi sammelan me jaao bhaiaapne modi ko kya stand-up comedian samajh rakha hai,0,0.0,en
Arun Chawla Susheel Raina Shraddha Nand Singh kal ki chai pe charcha jari rahegi,0,0.0,en
Mera roommate tatti rok के baitha h... Bola bike dekh k jaunga,0,0.0,other
Mai aj cow ka meat khaya hu kisiko kuch  khna h,0,0.0,other
matlab kya powerdrift k ducati diavel ka baap extended version hai kya ?,0,0.0,en
Prakashstl me investment liya hi 2229 shear 1.35 ki karidari,0,0.0,en
rajesh ji ni rhe ab.......?,0,0.0,en
"अब RS 50,000/महीना कमायें Work on FB & WhatsApp only ⏰ Work only 30 Minutes in a day  आइये Digital World Wide से जुड़िये..... और घर बैठे लाखों कमाये....... और दूसरे को भी कमाने का मौका दीजिए... कोई इनवेस्टमेन्ट नहीं है...... आईये बेरोजगारी को भारत से उखाड़ फैंकने मे हमारी मदद कीजिये.... 🏻 🏻 बस आप इस whatsApp no 8017025376 पर "" JOIN "" लिख कर send की karo ..",0,0.0,hi
Modi g kus nai kar raye h ase hi bolte rahte h,0,0.0,other
राजनाथ सिंह --हम पाक को उसकी भाषा में ही जवाब देंगे रिपोर्टर--क्या पाक पर आक्रमण करेंगे? राजनाथ सिंह --नही उर्दू बोलना सीख लेंगे #BadlaLo,0,0.0,hi
"Shekhar Jee, aap super expert hai.... Apka current affairs pe kaafi pakad hai",0,0.0,en
"पीके' के खिलाफ प्रदर्शन तेज हुआ, गुजरात में थिएटरों में तोड़-फोड़... http://t.co/thCJOpVXDe",0,0.0,hi
प्रेम  का मतलब  समाजिक jiwan में yh नहीं है  की सब धर्म की प्रार्थना की जाय aadt ज़रूरत क्रं चाहिए,0,0.0,hi
hahahaha 45 -1 hr .........isse jayda log mandir mein khade rehte hain........yeh inconvinence  kuch nhi...,0,0.0,fr
Agar yeh log Itna effort bike ke testing aur design improvement mein lagate toh accha rehta,0,0.0,en
Thek  kaha  he  ham  sav  ap  ke  sath  he  Sanjev  raja,0,0.0,en
मनीष शर्मा की नज़र से : घूस लेकर सेंसर बोर्ड ने पास की पीके?  http://t.co/DWZ45zn7fG,0,0.0,hi
बिनाश काले विपरीत बुद्धि।पड़ोसी देश के बिनाश के दिन आ गये।साथ मे देश के भीतर भी स्वार्थी देशद्रोही तत्व हैं।इसलिए समय लग रहा है।वक्त का इंतजार ज्यादा नहीँ करना पड़ेगा।माँ भारती के वीर सपूतों की शहादत को नमन।ईश्वर परिवार के सदस्यों को सबल दे।जय हिंद।वन्देमातरम।,0,0.0,hi
"BJP gov sirf ninda karte h karti kuch nhi ,,,accha h bs beth kar ninda karte rho ......,,dongi sarkar kangresh ko bhi piche chod diya inhone to satta k lalach me ,,,,,,Rohit ji",0,0.0,en
Nahi ye galat bat he pahele kejriwal apne maksad se dur the or badame Karim mazil Milne par sabka chahera khiljata he yakin Na aye to modi ki jawani ka image dekhlo,0,0.0,en
मोदी सरकार का बयान हम इसकी कड़ी शब्दों में निन्दा करते है। इसका मुँह तोड़ जवाब देगी हमारी सेना। हमारी शहीदों के प्रति सहानभूति है....,0,0.0,hi
Jitne bhi Khulasa Karna ho Abhi Kardo. Baar baar time waste karne ka nahi,0,0.0,en
shashank manohar toh bcci ka aadmi hai. ek baat aur kohli agar vivaad badaana chahta hain badaaye yeh maamla dabaaya bhi ja sakta tha. ab australia team india ke peeche padh jaayegi. yaani choti choti incidence ke upar bhi shikaayte 29 march tak jaari rahengey. khel ki spirit yeh kehti hain apna khel dekho. 50 pe 8 wicket lyon ne liye ki nahi.11 run pe 7 wicket gire ki nahi 33 run pe 6 wicket india ke girey ki nahi.,0,0.0,other
Jab log metro m chalenge  to apko yaad karenge,0,0.0,de
gajendar ke jacha qui na hi kara rhe he,0,0.0,other
kuch to gadbad lagta hhai...,0,0.0,other
"भइय्या जी एक प्रोग्राम one rank one pension के गरीब सिपाही और सूबेदारों के लिए भी। एक्सपर्ट से बात करवा दूंगा आपकी । यहाँ 2006 से पूर्व रिटायर फौजियों के पक्ष में माननीय सुप्रीम कोर्ट के फैसले के बाद भी  JCO, OR, family, के  साथ अन्याय किया जा रहा है सुप्रीम कोर्ट आर्डर AO No. 655/2010",0,0.0,hi
Ye toh chototel se bhi chota Nikla Rahul Agaj Vaibhav Khochare,0,0.0,fr
सपा और कांग्रेस का गठबंधन दोनो पार्टियों के लिए बिलकुल सही कदम है इससे फायदा ही होगा नुकसान नही होगा,0,0.0,hi
varun naam hai ooska uski nosy nikalti rehti hai poore waqt..😷,0,0.0,en
देखें लाइव - भारत के लोकतंत्र की ताकत को पहचानें : प्रधानमंत्री नरेंद्र मोदी - http://t.co/eLmK8Mt7og,0,0.0,hi
*आपको व आपके पूरे परिवार को दीपावली की हार्दिक शुभकामनाऐं। माँ लक्ष्मी से यही प्रार्थना कि वह आपके जीवन में सुख-समृद्धि व ढ़ेरों खुशियां प्रदान करें...*।,0,0.0,hi
"भाजपा ने श्रीनगर में कहा, हम साम्प्रदायिक नहीं हैं...http://t.co/WuJopTWAh9",0,0.0,hi
Vacancy hoga to hum hungei,0,0.0,en
VIDEO : लोकतंत्र की यह तस्वीर किसी को भी वोटिंग करने के लिए प्रेरित कर सकती है। दिल्ली के महावीर एनक्लेव  के एक पोलिंग बूथ पर आज 107 साल की जेवाती देवी व्हील चेयर पर वोट डालने पहुंचीं। http://khabar.ndtv.com/video/show/news/107-year-old-voter-in-delhi-355844,0,0.0,hi
Hume aap par vishwas hai,0,0.0,en
Mai kavi v apna voted id card nahi banaya bt apke liye sirf apke liye banaoga,0,0.0,en
सुप्रीम कोर्ट ने 2002 में अमेरिकी सेंटर पर हुए हमले के मामले में दोषी साबित दो लोगों की मौत की सजा उम्रकैद में तब्दील की।,0,0.0,hi
Retweeted NDTV Videos (@ndtvvideos):  नोएडा के अस्पताल में सफाईकर्मी कर रहे हैं इलाज - http://t.co/J7perWjjZQ,0,0.0,hi
200ns ka modified version.. sirf CC barhane se bike bikta nhi hai Bajaj Auto,0,0.0,en
Chlo bhai chlo..bike kal ayegi.ptrol khtm ho gya h uska,0,0.0,de
Prakash stl me investment liya hi 2229 shear 1.35 ki karidari,0,0.0,en
"देखें लाइव : आरोप बुरे होते हैं, आलोचना बुरी नहीं होती : नरेंद्र मोदी - http://t.co/eLmK8LUtec",0,0.0,hi
"Tum logon ko aisa lagta he bhai ki kuch action ni liyaa,,, her cheez media me ni btayi ja sakti",0,0.0,other
BHARAT MATA KI JAI.... COW MATA KI JAI.....GAI MATA KI JAI.. DHARTIMATA KI JAI.,0,0.0,other
यह लिखो कुतो कब तक हिन्दू दालित के साथ आत्यचार होता रहेगा,0,0.0,hi
Nindh aata hai dimak mai.,0,0.0,other
Acche din.... Aa gaye hain,0,0.0,en
Yeh ae malik tere bande hum ka angrezi remix kyon baj raha hai launch ma8n,0,0.0,de
काम की बात: और अब #ICICIBank ने घटाईं होम लोन की दरें #Homeloan,0,0.0,hi
Army aur police dono ko ek najar se dekhna ckahiye,0,0.0,en
Abhi viral nhi hua... Apne clg wale hi share ni kar rhe theek se,0,0.0,en
बिलकुल यही खेल जनता से खेला गया है।😃😃😃,0,0.0,hi
"सुषमा स्वराज के इस्तीफे के लिए विपक्ष की मांग का जिक्र करते हुए उन्होंने कहा, 'गलत लोगों के इस्तीफे की मांग की जा रही है। मैं आपको आश्वस्त करना चाहूंगा कि तूफान आने वाला है। कई और इस्तीफे भी आएंगे।'  पढ़ें पूरी खबर  #LalitModi #SushmaSwaraj",0,0.0,hi
आपके जीवन मे समस्या क्यों और केसे दुर होगी फोन करे सचाई जाने +91-7073636169 काम कारोबार मन चाही शादी में रुकावट नोकरी मे तरकी दुश्मन से छुटकारा एक फोन से जीन्दगी बदल जायगी 07073636169,0,0.0,hi
Nai. Hje ruk jao hor dekh lo,0,0.0,other
Tumhre news se to bharosa hi uth gya h ab.,0,0.0,en
Zeeshan khan hamare ghar me jab apas me do bhai ladte hain tu  apas me koi eid ya koi tewhar ayaa tu mill bhi jate hain hame kisi ki nasihat ki zarorat nahi hai aur rahi bath jalne ki aur tabha hone ki agar koi hamare ghar par nazar dale tu uoski ankhe nuchlengay sare jahan se achcha Hindustan hamara hum bol bole hai iske A golsitan hamara jai BHARAT  Zindabad,0,0.0,other
Aapki hi Sarkar h centre me uske under hi Delhi police aati h,0,0.0,en
sach me naine bhe feel kiya,0,0.0,en
modi he to ham he,0,0.0,it
Mai phir bi tumku khavunga  Mai phir bi tumku khavunga,0,0.0,other
All AAP candidates will lose their deposits . Forget them winning any deposits and you speak about winning seats.,0,0.0,en
dekhega india tabhi to seekhega india,0,0.0,other
भारतीय मीडिया ये दिखा रही है कि पाकिस्तान की 2 चौकी और 7 जवानो को मार गिराया गया है जबकि पाकिस्तान के किसी भी मीडिया चैनल पर आप आनलाइन  जा के देख सकते हो ऐसा कुछ भी नही है ।,0,0.0,hi
Retweeted NDTV Videos (@ndtvvideos):  नेशनल रिपोर्टर : कालेधन पर घिरी सरकार - http://t.co/9z4pjpGJRx,0,0.0,hi
😀😀😀😀😀😀लोग नहीं बन रहे हैं,0,0.0,hi
Netao ka m hai ham ninda karte hao in logo koi fark nhi padta hai jiska beta aj gya hai wo hi dard jante hai ham logo ne votr is liye nhi diya tha ki aisi ghatna nhi rok sakte hai,0,0.0,other
Har mazhab ke log apni reti rewaz ke hisab se kaam karte hain India Mae agar molvi aur pandit sahi hote to aaj hamlog world me top hote esi liye hamae khud educate hona chahye aur molvi Aur pundit ghalat bole to uska oppose karna chahye,0,0.0,en
📢📢📢📢 नौकरी नौकरी नौकरी 📢📢📢📢  मुझेे कुछ 50-100 ऐसे लड़के - लड़कियों की जरुरत है जो की मेरे साथ टीम बना कर अपने घर पर बैठ कर काम कर सकें काम सिर्फ फेसबुक और व्हाट्सएप्प पर ऐड पोस्टिंग का है । काफी अच्छा पैसा कमा सकते है बिना एक भी रुपया लगाये अपने पार्ट टाइम में। 👉🏻अगर आप इच्छुक है तो मुझे  (WhatsApp ) पर मेसेज करे लिखे JOB और भेज दे। +918291050056 इस नंबर पर।  नोट:- सिर्फ ऐसे लोग संपर्क करे जो मेहनत कर के कुछ पाना चाहते हैं बिना कुछ किये पाने की इच्छा रखने वाले मुझसे संपर्क न करे।,0,0.0,hi
Dost aap Indian ho Apko ye sb baate Shobha nhi deti aap bhi humare bhai ho,0,0.0,en
dobara vote hona chahiye agar  bjp imandar hai dobara voting karaye bailet pepar se lekin sayad nahi,0,0.0,other
Cashless mudda hai to 2000 ke Naye note ki Baat samajh nahi aati,0,0.0,en
Hn ma to bas dikha rha tha ki cool h,0,0.0,en
"India`s Best {{ Love Problem Solution Astrologer  }} +91-9001336091 लव मैरिज ,वशीकरण, सौतन दुस्मन छुटकारा ,पति पत्नी अनबन गृहक्लेश ,कर्जा मुक्ति ,लॉटरी नंबर ,निःसंतान,जटिल समस्या का समाधान एक बार फ़ोन जरूर कर Whatsapp & Call Now +91-9001336091",0,0.0,hi
भारत और पाकिस्तान के बीच 19 मार्च को टी-20 क्रिकेट वर्ल्डकप का बहुचर्चित मुकाबला धर्मशाला की बजाय कोलकाता में हो सकता है। #IndiaVsPakistan,0,0.0,hi
"Pawan ji, aap paytm maat use karo....aaj sab ke pass ATM card hai na ? To ATM card use karo na jaha Swipe  machine ki suvidha hai wo har jagah per ...Aur mujhe nahi lagta ki ATM card nahi hoga apke pass or aur sabhi ke pass... .",0,0.0,other
"एनसीपी नेता प्रफुल्ल पटेल ने कहा, हम कांग्रेस के साथ रहना चाहते हैं, लेकिन हालात बेहद नाजुक हैं, कांग्रेस जल्द फैसला करे",0,0.0,hi
Wo bhi YouTube pe dikha raha hai mac book se 😂😂😂😂😂😂😂😆😆,0,0.0,en
आयतें अच्छी पढी / आपने हकीम कुरान की है / या हदीस की,0,0.0,hi
"सुनील पाल ने फेसबुक पर अपना एक वीडियो संदेश पोस्‍ट किय है जिसमें वह सुनील ग्रोवर से काफी भावनात्‍मक शब्‍दों में अपील करते नजर आ रहे हैं. सुनील ने कहा, 'डीयर सुनील ग्रोवर, मैं सुनील पाल आपसे हाथ जोड़कर निवेदन करता हूं कि आप कपिल के शो में वापिस आ जाओं क्‍योंकि... #SunilGrover #SunilPal #KapilSharma",0,0.0,hi
Bilkul sahi comment kiye kundan jee,0,0.0,other
Bahubali movie k samne ye chu#@$pa lg rha hai,0,0.0,en
वेस्ट इंडीज ने बोर्ड के साथ भुगतान विवाद के चलते रद्द किया भारत दौरा http://t.co/TuYps74ZUS,0,0.0,hi
"उत्तर कोरिया ने हफ्ते में दूसरी बार आज मध्यम दूरी की शक्तिशाली मिसाइल का परीक्षण किया, जो असफल रहा. विशेषज्ञों ने चेतावनी दी है कि इस मिसाइल को अगले साल तक तैनात किया जा… #NorthKorea",0,0.0,hi
भारत बलात्कार के मुद्दे पर 'कर्तव्य में लापरवाह' : यूएन निगरानी संस्था http://t.co/rVmg1hqoO2,0,0.0,hi
Rohit ji sambit ji se kahiye ki mujhe hier karle as  the planner. Kahoon khol raha hai Sir. I promise that I can make the plans for solving the problems. I am serious Sir. Jai Hind,0,0.0,en
रवीश जी आपने बहुत ही उम्दा विश्लेषण किया है। मेरे मन और मेरी माँ की भवनाओं को आपने शब्दों के माध्यम से जीवंत कर दिया। कोटिशः धन्यवाद,0,0.0,hi
आज नक्सलियों पर #मोदी और #राजनाथ ने भारत का सबसे बड़ा बम #कड़ी_निंदा_बम गिरा दिया अब देखना कैसे नक्सली तड़प तड़प के मरेंगे।,0,0.0,hi
Bjp me hote to aisa nahi hota samman hota h,0,0.0,other
Aj kya Mr. Rahul Gandhi ko yaad nahi aati us Ganon ki janha wo Tasla udha kar sukhi roti kha kar raat bitayi thi. Hum sab bhul gaye hai ki is desh me Dr. Rajinder Prasad or Lak Bahadur Shashtri jaise log bhi the.Me kisi party vishesh ke bare me nahi keh raha par hame khud kuch karna hoga nahi to Dolar se mehnga Petrol or Pyaj Kharidna hamahi Majburi ban jayegi or hum siwaye face book par dekhne or likhne ke siwa kuch nahi kar payenge.,0,0.0,other
PACL realstate ka paisa unke costumer ko kab tak lautayege mantri ji,0,0.0,en
desh virodhdhi taktoko sakthise kam lena chahiye...sapole sap ban jay is se pehle kuchh karna chahiye,0,0.0,de
"Sabu Dekhucu aau dekhibu,,, Odisha re bhi bjp asiba",0,0.0,en
ab badminton se hi thodi umeed hain.,0,0.0,en
सही कहा कांग्रेस और देशद्रोही दोनों ही नहीं चाहते की देश में मोदी विकास हो क्योंकि अगर मोदी विकास होगा तो कांग्रेस का क्या होगा,0,0.0,hi
उम्मीद है उच्चतम न्यायालय न्याय करेगा और बीफ पर चल रहा घमासान थमेगा।,0,0.0,hi
faisle ke 11 saal ke baad fansi hua. Kya yeh enogh nahi tha..,0,0.0,en
"विधायकों व सांसदों की योग्ता में एक शर्त लगा दी जाय की आपके बच्चे सेना में अवश्य जायें फिर देखिये सेना के लियेे क्या क्या करते है ,सैनिकों की किस्मत चमक जायेगी |",0,0.0,hi
"प्रधानमंत्री नरेंद्र मोदी अब इंस्टाग्राम पर भी, म्यांमार से भेजी तस्वीर - http://t.co/iIfPB8D05T http://t.co/ZZGJ25ieFu",0,0.0,hi
"फिर किसी के जाने की याद में दो लफ्ज़ लिख दिए जाएँगे, फिर किसी के आँसू निकलेंगे और सूख जाएँगे,  ये ज़िंदगी मगर ऐसे ही चलती रहेगी अपनी रफ़्तार से, तेरे जाने का गम बस तेरे अपने ही समझ पाएँगे..!!!",0,0.0,hi
Babbar bangaya Gobar  !,0,0.0,other
Nahi sir naya bihar sri nitish k  ka hai,0,0.0,other
"Hindi bhasa intizar hai, wo bhi Youtube mein free wale 😁",0,0.0,es
#उत्तराखंडविधानसभा : बागी विधायक शैला रानी रावत की सुप्रीम कोर्ट में अर्ज़ी- स्पीकर के पास आयोग्य करने का अधिकार नहीं. बुधवार को होगी सुनवाई,0,0.0,hi
"Koi kota koi institute kuch ni kr sakta but vo way jarur dekhaty baki mehnat k anusar phal melta hai. ""mr . A""",0,0.0,other
Ye gaana gaane ke bad cash aayega unke pass .. fir wo bike kharidenge,0,0.0,other
sunte nai ha ... baith jao oye ! hahahaha kya camera man hai,0,0.0,en
Kuch aur dino ki baat hai jis tarah se kashmiri aawam ko mara ja raha hai or militry ko badhaya ja raha hai kashmir ek militry state ban kar reh jaayega 🚷,0,0.0,other
Pagal ho jana pak army ko soch soch k hahahaha,0,0.0,en
Budget km tha bc. ..  Boman aur Sushmita 😂😂,0,0.0,en
लखनऊ: बीजेपी कार्यसमिति की बैठक में अमित शाह ने यूपी की योगी सरकार के बारे में देखिए क्या कहा है..,0,0.0,hi
"UP CM Sri MYogiAdityanath मै आपसे अनुरोध करना चाहता हूँ कि पूरे प्रदेष के शहरों में हर 50-100 मीटर की दूरी पर एक कूडेदान को स्थापित कराईये, जिससे शहर में गन्दगी कम हो सके। यह योजना हमारे प्रदेष के शहरों को स्वच्छ बनाने में मदद करेगी।",0,0.0,hi
"Ananya kuch toh karlo apne zindagi kee saath, IIT mein bhi nahi ghus paaye 😂",0,0.0,en
"सेल गुरु के इस हिस्से में देखें IFA 2015 के 5 टॉप गैजेट्स, साथ ही जानें कि आने वाले महीनों में कौन-कौन से फ़ोन बाज़ार में आ सकते हैं...",0,0.0,hi
"Lol, chances thode kaam ha 😂😂😂 Ghar shift Kar rahe ha hum 😂😂😂",0,0.0,en
#ElectionResults | बीजेपी के दिल्ली मुख्यालय के बाहर पार्टी के नेता और कार्यकर्ता पहुंचे. लाइव कवरेज देखिए https://khabar.ndtv.com/videos/live/channel/ndtvindia,0,0.0,hi
Shikhar Chouhan Kuch seekh pandu,0,0.0,other
जन्म दिन की हार्दिक बधाई महाशया,0,0.0,hi
असम में अपने बूते बहुमत ही नहीं शानदार जीत हासिल कर भारतीय जनता पार्टी ने राजनीतिक परिश्रम की एक नई कहानी लिखी है जिसे लंबे समय तक पढ़ा जाएगा।,0,0.0,hi
